GZÜV-ID;Gemeindename;Quartal;G102;G107;G111;G113;G114;G116;G118;G119;G121;G122;G123;G130;G134;G135;G136;G137;G138;G139;G151;G152;G153;G154;G155;G156;G157;G159;G160;G161;G164;G165;G223;G226;G227;G228;G285;G366;G421;G422;G423;G424;G425;G426;G427;G428;G429;G433;
GZÜV-ID;Gemeindename;Quartal;ENTNAHME-DATUM;LUFTTEMPERATUR IN °C;GERUCH;FAERBUNG;TRUEBUNG;WASSERTEMPERATUR °C;PH-WERT;SAUERSTOFFGEHALT mg/l;REDOXPOTENTIAL mV;GESAMTHAERTE °dH;KARBONATHAERTE °dH;FREIE KOHLENSAEURE mg/l;CALCIUM mg/l;MAGNESIUM mg/l;NATRIUM mg/l;KALIUM mg/l;EISEN mg/l;MANGAN mg/l;BOR mg/l;AMMONIUM mg/l;NITRIT mg/l;NITRAT mg/l;CHLORID mg/l;SULFAT mg/l;HYDROGENK. mg/l;ORTHOPHOSPHAT mg/l;KIESELSAEURE mg/l;FLUORID mg/l;DOC mg/l;TOC mg/l;QUELLSCHÜTTUNG l/s;TRITIUM TE;DEUTERIUM d 0/00;SAUERSTOFF 18 d 0/00;RADON-222 Bq/l;ELEKTR. LEITF. (bei 20°C) µS/cm;CADMIUM µg/l;QUECKSILBER µg/l;ZINK µg/l;KUPFER µg/l;ALUMINIUM µg/l;BLEI µg/l;CHROM-GESAMT (filtriert) µg/l;NICKEL µg/l;ARSEN µg/l;URAN µg/l;
"KK71340012";"Erl";"Q2 2021 (C120)";"12.04.2021";"6";"geruchlos";"farblos";"keine Trübung";"8.2";"7.72";"4.61";"";"18.14401";"10.06636";"";"97.02615";"19.8095";"1.90055";"<2";"[0,00162]";"[0,00078]";"<0,02";"<0,01";"<0,01";"3.03732";"2.9582";"130.26964";"219.05103";"<0,015";"";"";"0.57494";"";"690";"";"";"";"";"524";"<0,2";"[0,00239]";"<5";"<1";"[1,07293]";"[0,08707]";"<1";"<1";"<1";"2.75259";
"KK71340012";"Erl";"Q2 2022 (C220)";"19.04.2022";"10";"geruchlos";"farblos";"keine Trübung";"8.2";"7.71";"4.58";"";"17.73801";"10.15048";"";"95.74979";"18.82364";"1.87658";"<2";"[0,001]";"[0,0008]";"<0,02";"<0,01";"[0,00201]";"3.02484";"3.26272";"132.3095";"220.88154";"<0,015";"";"";"<0,5";"";"634";"";"";"";"";"524";"<0,2";"[0,0013]";"<5";"<1";"<10";"[0,18914]";"<1";"<1";"<1";"3.06245";
"KK71340012";"Erl";"Q2 2023 (C320)";"19.04.2023";"9";"geruchlos";"farblos";"keine Trübung";"8.2";"7.65";"4.54";"";"17.82911";"10.515";"";"95.7561";"19.21471";"1.97187";"<2";"[0,00075]";"[0,00063]";"<0,02";"<0,01";"<0,01";"3.11652";"3.42442";"122.59173";"228.81375";"<0,015";"";"";"<0,5";"";"735";"";"";"";"";"523";"<0,2";"[0,0018]";"<5";"<1";"[0,828]";"[0,21995]";"<1";"<1";"<1";"3.09698";
"KK71340022";"Rettenschöss";"Q1 2007 (A710)";"21.02.2007";"5";"geruchlos";"farblos ";"keine Trübung";"8.2";"7.41";"8.4";"";"14.2";"14.3";"";"63.8";"22.8";"1.06";"<2";"<0,02";"[0,0005]";"<0,02";"<0,01";"[0,0014]";"5.88";"<1";"3.69";"310";"<0,015";"";"";"0.89";"";"21.7";"";"";"";"";"423";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2007 (A720)";"25.04.2007";"23";"geruchlos";"farblos ";"keine Trübung";"8.2";"7.38";"10.4";"";"14.4";"14.2";"";"65.4";"22.7";"1.13";"<2";"<0,02";"[0,0011]";"<0,02";"<0,01";"[0,0038]";"5.83";"<1";"3.82";"308";"<0,009";"";"";"<0,5";"";"28";"";"";"";"";"423";"[0,06]";"[0,01]";"<10";"<1";"[0,9]";"<1";"[0,18]";"[0,36]";"[0,38]";"";
"KK71340022";"Rettenschöss";"Q3 2007 (A730)";"27.08.2007";"20";"geruchlos";"farblos ";"keine Trübung";"8.5";"7.16";"7.9";"";"14.1";"14.4";"";"64.9";"21.6";"1.02";"<2";"<0,02";"[0,0007]";"<0,02";"<0,01";"[0,0011]";"5.61";"<1";"3.88";"314";"<0,015";"";"";"<0,5";"";"32.5";"";"";"";"";"427";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q4 2007 (A740)";"05.12.2007";"4";"geruchlos";"farblos ";"keine Trübung";"8.7";"7.41";"8.3";"";"14.3";"14.5";"";"65.6";"22.2";"1.12";"<2";"<0,02";"[0,0006]";"[0,0017]";"<0,01";"[0,0006]";"6.05";"<1";"3.82";"316";"[0,005]";"";"";"1.05";"";"24.5";"";"";"";"";"429";"[0,07]";"[0,05]";"<20";"<1";"[1,3]";"[0,13]";"<1";"[0,38]";"[0,28]";"";
"KK71340022";"Rettenschöss";"Q2 2008 (A820)";"14.04.2008";"14";"geruchlos";"farblos ";"keine Trübung";"8.1";"7.26";"8.3";"";"14.3";"14.3";"";"65.4";"22.2";"1.13";"<2";"<0,02";"[0,0011]";"<0,02";"[0,0024]";"[0,0004]";"5.3";"<1";"3.85";"310";"[0,002]";"";"";"0.51";"";"30.8";"";"";"";"";"430";"[0,08]";"[0,01]";"<20";"<1";"[0,6]";"<1";"[0,29]";"[0,13]";"<1";"";
"KK71340022";"Rettenschöss";"Q4 2008 (A840)";"19.11.2008";"5.5";"geruchlos";"farblos ";"keine Trübung";"8.3";"7.6";"9.3";"";"14.3";"14.3";"";"64.9";"22.6";"1.09";"<2";"<0,02";"[0,0003]";"<0,02";"<0,01";"<0,01";"5.3";"1.24";"4.38";"310";"<0,015";"";"";"<0,5";"";"24.5";"";"";"";"";"427";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2009 (A920)";"14.04.2009";"22";"geruchlos";"farblos ";"keine Trübung";"8.1";"7.8";"10.34";"";"14.7";"14.6";"";"67.4";"22.6";"1.08";"<2";"<0,02";"[0,0006]";"<0,02";"<0,01";"[0,0012]";"4.8";"<1";"3.85";"319";"<0,015";"";"";"0.7";"";"28.5";"";"";"";"";"431";"[0,04]";"[0,02]";"<20";"<1";"[0,8]";"<1";"[0,24]";"<1";"<1";"";
"KK71340022";"Rettenschöss";"Q4 2009 (A940)";"21.10.2009";"11";"geruchlos";"farblos ";"keine Trübung";"8.4";"7.7";"10.7";"";"15.5";"14.5";"";"71.1";"23.8";"1.11";"<2";"[0,0016]";"[0,001]";"[0,0033]";"<0,01";"[0,0003]";"5.61";"<1";"3.69";"315";"[0,0028]";"";"";"<0,5";"";"24";"";"";"";"";"430";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2010 (B020)";"20.04.2010";"14";"geruchlos";"farblos ";"keine Trübung";"8.4";"7.52";"8.92";"";"13.8";"14.1";"";"63";"21.7";"1.01";"<2";"[0,00187]";"[0,00036]";"<0,02";"0.007";"<0,006";"4.59";"<1";"3.66";"306";"<0,009";"";"";"<0,5";"";"25.3";"";"";"";"";"418";"[0,08]";"<0,2";"<20";"[0,23]";"[0,84]";"[0,33]";"[0,35]";"[0,35]";"[0,21]";"";
"KK71340022";"Rettenschöss";"Q4 2010 (B040)";"12.10.2010";"11";"geruchlos";"farblos ";"keine Trübung";"8.6";"7.78";"9.73";"";"n.a.";"15.1";"";"n.a.";"n.a.";"n.a.";"n.a.";"n.a.";"n.a.";"n.a.";"<0,006";"<0,006";"5.25";"<1";"3.61";"329";"<0,009";"";"";"<0,5";"";"11";"";"";"";"";"446";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2011 (B120)";"20.06.2011";"17";"geruchlos";"farblos ";"keine Trübung";"8.7";"7.86";"9.41";"";"14.6";"14.7";"";"65.2";"23.8";"1.01";"<2";"<0,02";"<0,02";"<0,02";"<0,006";"[0,0022]";"4.49";"<1";"3.36";"321";"[0,0018]";"";"";"<0,5";"";"27";"";"";"";"";"434";"[0,04]";"[0,06]";"[1,2]";"[0,19]";"[1,6]";"[0,13]";"<1";"[0,19]";"[0,18]";"";
"KK71340022";"Rettenschöss";"Q4 2011 (B140)";"28.11.2011";"5";"geruchlos";"farblos ";"keine Trübung";"8.4";"7.3";"9.03";"";"15.6";"15.4";"";"70.1";"25.3";"1.1";"<2";"<0,02";"[0,0005]";"<0,02";"<0,006";"<0,006";"4.82";"<1";"3.91";"334";"[0,0017]";"";"";"<0,5";"";"35";"";"";"";"";"452";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2012 (B220)";"11.04.2012";"12";"geruchlos";"farblos ";"keine Trübung";"8.4";"7.6";"9.66";"";"15.7";"15.4";"";"69.1";"26.2";"1.06";"<2";"<0,02";"[0,0003]";"<0,02";"0.007";"<0,006";"5.16";"<1";"3.77";"335";"[0,0014]";"";"";"<0,5";"";"63";"";"";"";"";"453";"[0,04]";"<0,2";"<20";"<1";"[1,2]";"<1";"<1";"[0,09]";"<1";"";
"KK71340022";"Rettenschöss";"Q4 2012 (B240)";"16.10.2012";"5";"geruchlos";"farblos ";"keine Trübung";"8.4";"7.47";"9.83";"";"15.6";"15.3";"";"70.9";"24.4";"1.06";"<2";"<0,02";"<0,02";"<0,02";"<0,006";"<0,006";"4.83";"<1";"3.43";"332";"[0,0013]";"";"";"<0,5";"";"28";"";"";"";"";"450";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2013 (B320)";"16.04.2013";"19";"geruchlos";"farblos";"keine Trübung";"8.7";"7.74";"10.44";"";"17.14866";"15.33788";"";"77.39176";"27.40161";"1.09048";"<2";"<0,02";"[0,00041]";"<0,02";"<0,006";"<0,006";"5.06412";"<1";"3.4155";"333.76299";"<0,009";"";"";"<0,5";"";"39";"";"";"";"";"451";"[0,018784]";"[0,0140831]";"<5";"<1";"[1,16644]";"[0,11456]";"<1";"[0,21386]";"<1";"<1";
"KK71340022";"Rettenschöss";"Q3 2013 (B330)";"15.07.2013";"23";"geruchlos";"farblos";"keine Trübung";"9.2";"7.87";"10.53";"";"16.29009";"15.1416";"";"74.87266";"25.20766";"1.02529";"<2";"<0,02";"[0,00168]";"<0,02";"<0,006";"<0,006";"4.60592";"<1";"3.31091";"329.4918";"<0,009";"";"";"<0,5";"";"49";"";"";"";"";"448";"[0,02271]";"[0,0604745]";"<5";"<1";"[1,74207]";"[0,08266]";"4.16152";"[0,1217]";"<1";"<1";
"KK71340022";"Rettenschöss";"Q4 2013 (B340)";"11.11.2013";"5";"geruchlos";"farblos";"keine Trübung";"8.4";"7.68";"10.51";"";"14.80942";"14.91728";"";"68.13001";"22.87835";"<1";"<2";"[0,00136]";"[0,00279]";"<0,02";"<0,006";"[0,00075]";"4.5235";"<1";"3.28337";"324.61044";"<0,009";"";"";"<0,5";"";"41";"";"";"";"";"438";"[0,016264]";"[0,029575]";"<5";"[0,21198]";"[2,2274]";"[0,18313]";"1.16561";"[0,19772]";"<1";"<1";
"KK71340022";"Rettenschöss";"Q2 2014 (B420)";"16.04.2014";"3";"geruchlos";"farblos";"keine Trübung";"8.3";"7.6";"10.48";"";"14.9243";"14.4406";"";"69.76489";"22.38488";"1.0435";"<2";"[0,00097]";"[0,00059]";"<0,02";"<0,01";"[0,00135]";"4.05391";"<1";"3.17282";"314.23755";"<0,015";"";"";"<0,5";"";"25";"";"";"";"";"421";"[0,016311]";"<0,2";"[0,379112]";"<1";"[1,5379]";"<1";"<1";"[0,18334]";"[0,13544]";"<1";
"KK71340022";"Rettenschöss";"Q4 2014 (B440)";"17.11.2014";"7";"geruchlos";"farblos";"keine Trübung";"8.5";"7.63";"10.05";"";"14.7502";"14.94532";"";"67.14254";"23.22046";"<1";"<2";"<0,02";"[0,00141]";"<0,02";"<0,01";"[0,00124]";"4.47798";"<1";"3.79547";"325.22061";"[0,00447]";"";"";"<0,5";"";"10";"";"";"";"";"441";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2015 (B520)";"14.04.2015";"17";"geruchlos";"farblos";"keine Trübung";"8.5";"7.67";"10.45";"";"15.15739";"14.94532";"";"68.69017";"24.04695";"1.02515";"<2";"[0,00172]";"[0,0009]";"<0,02";"[0,00221]";"<0,01";"3.68589";"<1";"3.53491";"325.22061";"[0,0034]";"";"";"0.76975";"";"34.2";"";"";"";"";"441";"[0,018682]";"<0,2";"<5";"[0,15979]";"[1,77818]";"[0,1529]";"<1";"[0,31888]";"<1";"<1";
"KK71340022";"Rettenschöss";"Q4 2015 (B540)";"28.10.2015";"14";"geruchlos";"farblos";"keine Trübung";"8.5";"7.62";"10.01";"";"14.54632";"14.91728";"";"66.33136";"22.82861";"<1";"<2";"[0,00208]";"[0,0012]";"<0,02";"<0,01";"<0,01";"4.48946";"<1";"3.39364";"324.61044";"[0,0026]";"";"";"0.72037";"";"20";"";"";"";"";"441";"";"";"";"";"";"";"";"";"";"";
"KK71340022";"Rettenschöss";"Q2 2016 (B620)";"25.04.2016";"4";"geruchlos";"farblos";"keine Trübung";"8.8";"7.79";"10.62";"";"14.82085";"15.25376";"";"68.53708";"22.68101";"<1";"<2";"[0,00084]";"[0,00121]";"<0,02";"<0,01";"<0,01";"4.27139";"<1";"3.32763";"331.93248";"<0,015";"";"";"0.61475";"";"31.3";"";"";"";"";"445";"[0,013825]";"<0,2";"<5";"<1";"[0,76946]";"[0,08649]";"<1";"<1";"<1";"<1";
"KK71340022";"Rettenschöss";"Q2 2017 (B720)";"12.04.2017";"13";"geruchlos";"farblos";"keine Trübung";"8.6";"7.55";"10.34";"";"15.37206";"15.47808";"";"69.68513";"24.37414";"<1";"<2";"[0,00106]";"[0,00096]";"[0,00184]";"<0,01";"[0,00181]";"4.58905";"<1";"3.66047";"336.81384";"<0,015";"";"";"<0,5";"";"30";"";"";"";"";"457";"[0,01733]";"<0,2";"<5";"<1";"[1,34012]";"[0,13679]";"<1";"[0,26089]";"<1";"<1";
"KK71340022";"Rettenschöss";"Q2 2018 (B820)";"04.04.2018";"17";"geruchlos";"farblos";"keine Trübung";"8.5";"7.47";"9.96";"";"15.78307";"15.50612";"";"72.9989";"24.14619";"1.05513";"<2";"[0,00049]";"[0,00102]";"<0,02";"0.01118";"<0,01";"4.67842";"<1";"3.49647";"337.42401";"<0,015";"";"";"<0,5";"";"46";"";"";"";"";"458";"[0,01492]";"<0,2";"<5";"<1";"<10";"[0,08775]";"<1";"[0,23002]";"[0,14174]";"<1";
"KK71340022";"Rettenschöss";"Q2 2019 (B920)";"03.04.2019";"16";"geruchlos";"farblos";"keine Trübung";"8.3";"7.5";"10.75";"";"15.88492";"15.59024";"";"75.84949";"22.85902";"1.08552";"<2";"[0,00114]";"[0,00072]";"[0,00259]";"<0,01";"[0,00098]";"4.16926";"<1";"3.15564";"339.25452";"<0,015";"";"";"<0,5";"";"52.1";"";"";"";"";"470";"[0,0229]";"<0,1";"<5";"[0,13245]";"[0,73939]";"[0,21991]";"<1";"[0,2622]";"[0,26951]";"<1";
"KK71340022";"Rettenschöss";"Q3 2019 (B930)";"10.07.2019";"21";"geruchlos";"farblos";"keine Trübung";"8.9";"7.64";"10.55";"";"16.0093";"15.21637";"";"74.23698";"24.37601";"1.02325";"<2";"[0,00151]";"[0,00129]";"[0,0019]";"<0,01";"[0,00136]";"4.92811";"<1";"3.39821";"331.11892";"[0,00127]";"";"";"<0,5";"";"43.9";"";"";"";"";"450";"[0,01516]";"<0,1";"<5";"<1";"<10";"[0,18063]";"<1";"<1";"[0,22795]";"<1";
"KK71340022";"Rettenschöss";"Q4 2019 (B940)";"09.10.2019";"11";"geruchlos";"farblos";"keine Trübung";"8.8";"7.64";"10.31";"";"15.98269";"15.30984";"";"72.97281";"25.02729";"1.00754";"<2";"[0,00214]";"[0,00128]";"[0,00239]";"<0,01";"[0,00245]";"4.58535";"<1";"3.02405";"333.15282";"<0,015";"";"";"<0,5";"";"37";"";"";"";"";"449";"[0,0142]";"[0,00355]";"<5";"<1";"[1,6242]";"[0,16108]";"<1";"[0,21839]";"[0,25215]";"<1";
"KK71340022";"Rettenschöss";"Q2 2020 (C020)";"13.05.2020";"11";"geruchlos";"farblos";"keine Trübung";"8.6";"7.51";"9.9";"";"15.66746";"14.94532";"";"70.13391";"23.87986";"1.17038";"<2";"[0,00089]";"[0,00099]";"[0,00427]";"<0,01";"[0,00261]";"4.22966";"<1";"3.16817";"325.22061";"<0,015";"";"";"<0,5";"";"29";"";"";"";"";"447";"[0,01824]";"[0,0022]";"<5";"<1";"[0,58332]";"[0,15751]";"<1";"<1";"[0,18109]";"<1";
"KK71340022";"Rettenschöss";"Q2 2021 (C120)";"12.04.2021";"4";"geruchlos";"farblos";"keine Trübung";"8.4";"7.54";"9.8";"";"15.62806";"14.83316";"";"71.31778";"24.49373";"<1";"<2";"[0,00162]";"[0,00078]";"[0,00254]";"<0,01";"<0,01";"4.10506";"<1";"3.14804";"322.77993";"<0,015";"";"";"<0,5";"";"29.6";"";"";"";"";"439";"[0,01764]";"[0,00239]";"<5";"<1";"[1,07293]";"[0,08707]";"<1";"<1";"[0,17568]";"<1";
"KK71340022";"Rettenschöss";"Q2 2022 (C220)";"19.04.2022";"11";"geruchlos";"farblos";"keine Trübung";"8.6";"7.68";"10.34";"";"16.062";"15.30984";"";"74.18601";"24.63535";"1.01257";"<2";"[0,001]";"[0,0008]";"[0,00493]";"<0,01";"[0,00201]";"4.4538";"1.02962";"3.31085";"333.15282";"[0,0027]";"";"";"<0,5";"";"26";"";"";"";"";"443";"[0,00695]";"[0,0013]";"<5";"<1";"<10";"[0,18914]";"<1";"[0,11504]";"[0,24147]";"<1";
"KK71340022";"Rettenschöss";"Q2 2023 (C320)";"19.04.2023";"8";"geruchlos";"farblos";"keine Trübung";"8.6";"7.62";"10";"";"15.56255";"15.16964";"";"72.1219";"23.72213";"1.04352";"<2";"[0,00075]";"[0,00063]";"[0,00241]";"<0,01";"<0,01";"4.08634";"<1";"3.14517";"330.10197";"<0,015";"";"";"<0,5";"";"27.2";"";"";"";"";"444";"[0,02449]";"[0,0018]";"<5";"<1";"<10";"[0,21995]";"<1";"[0,26253]";"<1";"<1";
"KK71410022";"St. Johann in Tirol";"Q3 1993 (9310)";"27.09.1993";"16";"geruchlos";"farblos ";"keine Trübung";"5.6";"7.85";"10.7";"";"9.06";"8.62";"";"30.5";"20.83";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.65";"<1";"4.86";"187.9";"<0,02";"";"";"<0,5";"";"48.3";"";"";"";"";"256.2724";"<0,2";"<0,1";"";"";"";"<1";"2.7";"";"<1";"";
"KK71410022";"St. Johann in Tirol";"Q4 1993 (9320)";"20.10.1993";"10";"geruchlos";"farblos ";"keine Trübung";"5.4";"7.97";"11";"";"8.88";"8.64";"";"30.78";"19.89";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"0.013";"<0,01";"1.66";"<1";"5.05";"188.4";"0.023";"";"";"1.01";"";"44.4";"";"";"";"";"265.23297";"<0,2";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71410022";"St. Johann in Tirol";"Q1 1994 (9330)";"02.05.1994";"9";"geruchlos";"farblos ";"keine Trübung";"5.2";"7.98";"10.8";"";"8.93";"8.75";"";"30.61";"20.19";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"<0,01";"<0,01";"1.84";"<1";"4.86";"190.8";"<0,02";"";"";"<0,5";"";"32.2";"";"";"";"";"269.71326";"<0,1";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71410022";"St. Johann in Tirol";"Q2 1994 (9340)";"09.06.1994";"8";"geruchlos";"farblos ";"keine Trübung";"5.5";"7.99";"10.4";"";"9";"8.89";"";"31.17";"20.16";"<0,25";"<0,25";"<0,02";"<0,02";"<0,02";"0.013";"<0,01";"1.66";"<1";"4.57";"193.7";"0.025";"";"";"<0,5";"";"44.72";"";"";"";"";"261.64875";"<0,1";"<0,1";"";"";"";"<1";"<1";"";"<1";"";
"KK71410022";"St. Johann in Tirol";"Q3 1994 (9410)";"05.09.1994";"16";"geruchlos";"farblos ";"keine Trübung";"5.3";"7.95";"11.3";"";"8.87";"8.62";"";"30.4";"20.09";"<0,2";"<0,2";"0.34";"[0,005]";"<0,02";"<0,01";"<0,01";"1.711";"<1";"4.891";"187.8";"0.028";"";"";"<0,5";"";"33";"";"";"";"";"255.37634";"<0,2";"[0,05]";"[10]";"";"[5]";"[0,5]";"8";"";"0.2";"";
"KK71410022";"St. Johann in Tirol";"Q4 1994 (9420)";"06.10.1994";"1";"geruchlos";"farblos ";"keine Trübung";"5.2";"7.99";"11.6";"";"8.75";"8.51";"";"29.88";"19.88";"<0,2";"<0,2";"<0,02";"[0,005]";"<0,02";"<0,01";"<0,01";"1.66";"<1";"5.76";"185.5";"0.039";"";"";"<0,5";"";"28.9";"";"";"";"";"245.51971";"[0,1]";"[0,05]";"[10]";"";"[5]";"[0,5]";"7.5";"";"0.2";"";
"KK71410022";"St. Johann in Tirol";"Q1 1995 (9430)";"08.06.1995";"14";"geruchlos";"farblos ";"keine Trübung";"5.5";"8.22";"9.65";"";"9.03";"8.76";"";"31.01";"20.38";"<0,4";"<0,07";"0.03";"[0,005]";"<0,002";"<0,003";"<0,002";"1.71";"<1";"4.49";"191";"0.03";"";"";"<0,5";"";"52";"";"";"";"";"252.68817";"[0,1]";"[0,02]";"[10]";"";"<10";"[0,5]";"8100";"";"[0,1]";"";
"KK71410022";"St. Johann in Tirol";"Q2 1995 (9440)";"07.08.1995";"20";"geruchlos";"farblos ";"keine Trübung";"5.5";"7.84";"14.8";"";"9.1";"8.84";"";"31.17";"20.59";"<0,064";"<0,4";"[0,01]";"[0,005]";"<0,003";"0.017";"<0,01";"1.69";"<1";"4.69";"192.6";"0.024";"";"";"<0,5";"";"45";"";"";"";"";"267.02509";"[0,1]";"[0,02]";"[10]";"";"<10";"[0,5]";"<0,2";"";"<0,2";"";
"KK71410022";"St. Johann in Tirol";"Q3 1995 (9510)";"13.09.1995";"14";"geruchlos";"farblos ";"keine Trübung";"5.6";"8.1";"11";"";"8.93";"8.87";"";"31.33";"19.76";"<0,4";"<0,4";"";"";"<0,004";"<0,01";"<0,002";"1.67";"<1";"4.65";"193.4";"0.021";"";"";"<0,072";"";"43.8";"";"";"";"";"263.44086";"";"";"";"";"";"";"";"";"";"";
"KK71410022";"St. Johann in Tirol";"Q4 1995 (9520)";"24.10.1995";"18";"geruchlos";"farblos ";"keine Trübung";"6.1";"";"8.9";"";"9.06";"8.71";"";"31.07";"20.49";"<0,4";"<0,4";"";"";"<0,002";"<0,01";"<0,001";"1.73";"<1";"4.93";"189.8";"0.019";"";"";"<0,5";"";"40";"";"";"";"";"241.93548";"";"";"";"";"";"";"";"";"";"";
"KK71410022";"St. Johann in Tirol";"Q1 1996 (9530)";"08.05.1996";"18";"geruchlos";"farblos ";"keine Trübung";"5.6";"7.9";"10.96";"";"8.95";"8.47";"";"30.86";"20.16";"<1";"[0,12]";"";"";"<0,02";"<0,01";"[0,002]";"1.58";"<1";"4.98";"184.5";"0.008";"";"";"[0,072]";"";"21";"";"";"";"";"249.10394";"";"";"";"";"";"";"";"";"";"";
"KK71410022";"St. Johann in Tirol";"Q2 1996 (9540)";"26.06.1996";"13";"geruchlos";"farblos ";"keine Trübung";"5.6";"8.2";"10.68";"";"9.07";"8.69";"";"31.65";"20.16";"<1";"<2";"";"";"[0,002]";"<0,01";"[0,002]";"1.68";"<1";"4.72";"189.3";"0.016";"";"";"<0,5";"";"39";"";"";"";"";"254.48029";"";"";"";"";"";"";"";"";"";"";
"KK71410022";"St. Johann in Tirol";"Q3 1996 (9610)";"06.08.1996";"16";"geruchlos";"farblos ";"keine Trübung";"5.4";"8.03";"11.1";"";"9.16";"8.75";"";"31.98";"20.37";"<1";"<2";"0.042";"[0,013]";"[0,003]";"<0,01";"[0,0006]";"1.61";"<1";"4.51";"190.7";"0.007";"";"[0,08]";"<0,5";"";"40.2";"";"";"";"";"263.44086";"[0,1]";"[0,05]";"[7]";"1.2";"<10";"<1";"[0,6]";"[0,6]";"[0,6]";"";
"KK71410022";"St. Johann in Tirol";"Q4 1996 (9620)";"11.12.1996";"2";"geruchlos";"farblos ";"keine Trübung";"5.1";"7.95";"10.83";"";"8.94";"8.69";"";"31.4";"19.7";"<1";"<2";"[0,012]";"[0,009]";"<0,02";"<0,01";"<0,01";"1.6";"<1";"4.53";"189.5";"0.021";"";"[0,08]";"[0,127]";"";"39";"";"";"";"";"258.06452";"[0,11]";"[0,05]";"[6,2]";"[0,5]";"<10";"<1";"[0,6]";"[0,4]";"[0,4]";"";
"KK71410022";"St. Johann in Tirol";"Q1 1997 (9630)";"17.03.1997";"4";"geruchlos";"farblos ";"keine Trübung";"5.3";"8.15";"10.8";"";"8.67";"9.46";"";"30.7";"19";"<1";"<2";"[0,013]";"[0,01]";"<0,02";"<0,01";"[0,001]";"1.65";"<1";"4.63";"206.2";"0.028";"";"[0,08]";"<0,5";"";"30";"";"";"";"";"252.68817";"[0,09]";"[0,06]";"[5,6]";"[0,5]";"[3]";"<1";"[0,6]";"[0,4]";"[0,6]";"";
"KK71410022";"St. Johann in Tirol";"Q2 1997 (9640)";"26.05.1997";"11";"geruchlos";"farblos ";"keine Trübung";"5.6";"8";"10.95";"";"8.83";"8.78";"";"31.6";"19.2";"<1";"<2";"[0,011]";"<0,02";"<0,02";"0.015";"<0,01";"1.69";"<1";"4.24";"191.3";"0.026";"";"0.1";"<0,5";"";"46";"";"";"";"";"262.5448";"[0,07]";"[0,06]";"<10";"<1";"18";"[0,6]";"[0,6]";"<1";"[0,5]";"";
"KK71410022";"St. Johann in Tirol";"Q3 1998 (9810)";"19.08.1998";"14";"geruchlos";"farblos ";"keine Trübung";"5.7";"7.32";"11.55";"";"9.07";"8.71";"";"31.6";"20.2";"<1";"<2";"[0,0024]";"[0,0016]";"[0,00355]";"[0,0019]";"[0,0008]";"1.76";"<1";"4.75";"189.8";"0.024";"";"";"<0,5";"";"39";"";"";"";"2.2";"260.75269";"[0,03]";"[0,01]";"<20";"1.57";"<10";"[0,14]";"<1";"[0,22]";"<1";"";
"KK71410022";"St. Johann in Tirol";"Q4 1998 (9820)";"16.12.1998";"0";"geruchlos";"farblos ";"keine Trübung";"4.9";"8.14";"11.65";"";"8.93";"8.61";"";"31";"20";"<1";"<2";"[0,001]";"[0,0004]";"<0,02";"[0,0023]";"<0,01";"1.67";"<1";"4.58";"187.6";"0.022";"";"";"<0,5";"";"35";"";"";"";"16";"252.68817";"[0,05]";"[0,01]";"[1,8]";"<1";"[1,9]";"[0,23]";"[0,26]";"[0,2]";"[0,2]";"";
"KK71410022";"St. Johann in Tirol";"Q1 1999 (9830)";"08.02.1999";"-3";"geruchlos";"farblos ";"keine Trübung";"4.9";"8.18";"11";"";"8.64";"8.26";"";"29.9";"19.4";"<1";"<2";"<0,02";"[0,0007]";"<0,02";"[0,0021]";"[0,001]";"1.69";"<1";"5.12";"180";"0.024";"";"";"[0,06]";"";"28";"";"";"";"1.8";"250";"[0,05]";"[0,01]";"[1,6]";"[0,12]";"[1,2]";"[0,17]";"[0,18]";"[0,24]";"[0,22]";"";
